,tweet
226, he could have killed as many with a hunting rifle with the time and vantage he had he had close to an hour before police entered his room his actual shooting was over  min making this about gun control is just going to get more people killed we need to be smarter
227, aha yes i see that the individual sense of needing to belong to a winning team because of the constant conditioning of selfdevaluation i see a strong sense of this on the q side but on the lefthillaryantifa side as well regardless if they think they're winning or not
228, oh no i know why that i just don't know what she is talking about because i don't see a tweet she is repling too lol
229, and here we have another demonstration that gun free zones don’t work brought to you by a liberal who more than likely supports stricter gun control
230,shouldn't pussy grabbing be the one wearing the gloves while handling food 
231, you have no plan for the environment even conservatives should be able to understand that you have to be able to live on the planet to make money there
232, this is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is that simple fact of life breaks their brains
233, antifa doesn't beat facsists to try to get them to change their mind  they know it's a lost cause to try to change a fascist's mind they do it to scare them into hiding to demoralize them and to stop the spread of their hateful ideology there is no forcing views on others
234, soros is at the root of everything and anything anti american he has his money in hollywood all the way to islam and antifa to illegals  
235, he is cut from the same cloth as all other conservatives his misogyny and bigotry are always on display he is responsible for trump 
236, truly has got to be the most idiotic thing i've ever seen
237, brigitte gabriel has experienced a life that most would have nightmares from she is sounding the alarm for americans buy her book pay attention to what she is warning america about
238, it does work if you want to control a population australian gun control had no effect on homicides
239, poor baby
240, antifa  democrats  dixiecrats  kkk  
241, liberals ruin everything
242, and don't forget his telling a primarily black liberal audience conservatives want to put them back in chains
243, sad for both to be exploited and also to have a reputation destroyed now i’ve read she’s part of antifa 
244, that's what happens when you let a liberal get a hold of a gun that would be a good place to start gun control ban liberals from getting guns
245, you look happy maga
246, trump proposes racial profiling as a tactic 'to start thinking about' 
247, introducing my sweet sweet baby king he is always sooo nice and when i try to sit on the sofa he never attacks me 
248, there all gone tho and inputed them from bottom to top with the first seconds of your tweet  you good  tmart 
249, exactly he is on record basically saying the president is above the law it should be noted that the is fine with this rudy has his own issues 
250, the new dem emperor with no clothes taxpayers funded ‘unprecedented’ armed protection for gun control sen kamala harris  via 
251, yet she is fat herself
252, there was plenty of evidence that he was guilty of what hill accused him of but since conf hearings aren't about guiltyinnocence got on the bench times are diff now why as a journalist you don't call out white supremacyaltright but antifa and pick on 
253, you don’t understand who he is and is capablities despite the proof in the economy my hypothesis is that you have been lied to by liberals your entire life and are believing what you are told the liberal media made bill clinton look good and could do the same with trump
254,oath must be subpoenaed to testify there is a lifetime appointment at stake here please do it right this time amp do not allow orrin hatch who has already made up his mind she is lying be allowed to question her his kind of questions could invite a lawsuit
255, y’all are the best
256, what a joke she is a gem alright she is a racist phony right along with this racist phony that thinks she will follow me from her second account and block me because i speak the truth i could care less about follower's like it's a big party i care that they discriminate 
257, indeed he is
258, because i'm a little concerned about the q followers because they slowly become more and more a sort of right wing sjw antifa thingie also excuse me for my horrible english it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks 
259, yep antifa are literally hitler
260, wow you are so hot 
261, she is the most deserving woman to be happy 
262, i've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter
263, may be you have forgotten that at the moment we are eu citizens and so all rights afforded to us are the same as for other eu citizens don’t believe all the shit that goes on in your head
264, that's just modelling plenty of women make shit tons of money just for looking good
265,just watching a horizon show about scientists that discovered a dna mix between humans and neanderthalswould have thought trump getting elected would have been proof enough 
266, i hope there is a way to watch it on tv ted spanking liberals is always enjoyable
267, just looked up his work history he is listed on the board of leading age services aust lasa and comes from medicare local alliancewhat ever the hell that is
268, he should look in a mirror
269, i’m sure he is 
270, send him this party where they promised they will help families maybe that will remind him his duties 
271, families being separated at the border in fact the picture of children in cages that liberals were using to show how evil trump is was actually taken while obama was president
272, but antifa is her people
273, we had a peoples vote on  june  the people rejected the craven worship which you stand for  by a majority of over m you’re contemptuously defying the will of the people amp  ge manifesto amp supporting soros in undermining democracy instead
274, cause who bitches be playing with god aint give me the gift for nothing
275, she is free as a bird to return to her muslim homeland
276,mom speaks into her phone to compose a text for my brother she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling ‍
277, melting snow flakes
278, who’s the victim that remains to be seen liberals have turned kavanaughs hearings into a circus from the first minute it started
279, coming from the man that threatened to try and kick turmps ass now don't that take a set of ball's
280, you're shocked to hear that liberals want to centralize power at the federal level
281, he is best of the best
282, liberals can’t win without lying
283, fast and furious holder lol
284, getting scared ugly man
285, is one of the only shows that are a progressive that i can stand to watch he dislikes the right and left evenly and you know who he is right from the start if you've never seen his show check it out on youtube insightful 
286, he is not supreme court worthy
287, god i hope not 
288, yes he is
289, bitch 
290,amp terroism amp starvation amp flint amp poverty amp climate change amp global warming amp sex trafficking amp bullying amp body shaming amp police brutality amp feminism amp gun control amp marches amp protests
291, i can't prove causation either but while the conservatives in cda surely love the idea of ¬ bashing pm can't help but think they're also egging the former to continue the bashing to boost their fortunes vainly 
292,  republican men in a picture  and  what are men of that age are law makers too old no sorry young republicans are like young conservatives they are all born at  years of age
293, liberals can’t meme they have no sense of humor or knowledge of memeing philosophy
294, any she is stunning
295, yea your the bitch on the right getting smacked 
296, why the focus on the proud boys i know you're not a real journalist kelly but why not focus on the ones doing all of the violence if you want a story focus on why journalists leftist activists are constantly ignoring antifa's attacks on people
297, hahaha big thighs is not going to make it
298, it’s called educating liberals
299, had this to say about bill clinton during whitewater it's imperative to make his pattern of revolting behavior clear  piece by painful piece indeed 
300, people are very low iq gdp growth means literally nothing in no way does this translate to higher income for white familes or individuals all that billions goes to companies or government and what jobs did he create labour which pays less than living wage lmao 
301, if you wonna get paidpick up the energy people scream and shout like you’re at the hearing 
302, bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious
303,a bitch built like that could beat my ass all she wants 
304, trash
305, very pathetic man 
306, she is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism 
307, shouldve played saint marie instead of london docks saint was ass for me 
308, thank goodness he is not mn passive aggressive love it
309, we can empty all our prisons also and just say they broke no lawsliberal logic
310, she is an angel much love to her
311, for what why are you asking for his arrest liberals being butthurt for  months is not an impeachable offense
312, the tolerant left
313, you must be talking about hateful conservatives
314, thats correct 
315, show me a single case where antifa have actually murdered someone because the far right murdered someone at charlottesville hypocrisy works both ways
316, if bobby is fit thats exactly what i would say but not sure if he is or not
317, the only white people that thank jesus are republicans amp excrackheads  so say americahating liberals about christians many exdems thank jesus too amp many former emmys watchers we thank jesus daily for our country our amp the ability to turn you off 
318, does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters how many td receptions skip have this year
319, this leftist is what is wrong in liberal colleges more ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts 
320, she is just feeling his touch first time
321, this is great mark the great one levin and candace the great owens together this team is unbeatable they just sent liberals into a frenzy again a whole block of liberal voters just had their heads explode andsadly alyssa milano just wet her pants again great team
322,  tdavis touring the application of and techniques to speed of 
323, you are grossly misinterpreting who is against this people across all parties condemn this action look no further than bill davis and brian mulroney to see that even conservatives think this is a horrible decision
324, i wasn't proposing scare tactics i really meant what i said trump can easily pull the good maga republicans and can easily steal enough votes from gop dem and independents and will bring fresh breath to our rotten politics think about it
325, only a liberal would support a liberal that spent a million to get liberals elected to office  
326, notice how everyone avoids this tweet they might think you are referring to them but not me comrade i stalk everyone 
327, it’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘liberals think all criminals should be free’ it reveals a pretty brutalist and impenetrable mind
328, what the fuck game are you watching
329, he is all grown up
330, amp under threat from 
331, why didn't kavanaugh need terms guilty people those are the ones that need terms let me clue you in they're worried that she is going to make a terrible impression and will not be believable they're trying to manage that concern
332, don’t perpetuate colonialism if you are going to talk about you must have puerto ricans in the panel jeezuzfuckingchrist how difficult can that be 
333,an anonymous message to 
334, antifa has no place in society
335, has two votes in our home west texas is stoked about him he is inspiring he can do this
336, why why are liberals so trashy
337, grape
338, hello somebody need hyukjae now she is in danger by watching your fancams
339, he never did show much intelligence
340, yes i saw this and i will say tapper kept basket her and she kept coming back with stupid answers and he finally gave up i don’t think he is a big fan of her policies he’s not that stupid please
341, if you go by anything other than he or she you are fucked in the head
342, are you sure she was't just thinking about herself
343,  it's a guy guy looks like a sheila crocodile dundee 
344, here's the problemif you go back to fast and furious you have proof that the atf was looking to influence gun control in the us it may be preposterous that the government would fake sandy hook isn't facilitating a drug war somewhat similar
345, all you need to know is he is empty inside
346, oh dear i’m so sorry you are having migraine i have them as well sending up prayers for you 
347, my sister by far she is the kindest sweetest person alive use to be my grandma but she passed in may that woman was a saint even had a song written about her my mom's a saint written by her children of course 
348, the liberals are mentally unstable
349, who authorized a search warrant of mr jean home racist what about her drug test this is premediated murder he will not be slandered he is the victim
350, what would this line putz know about what conservatives think
351, dude why r u trolling ash rock z  he is our guy just in a hurry to see bjp govt in state
352, she’s said before that she will always be praying for him even tho she can’t do anything i’m sure she is heart broken as well at the events
353, which one is it is there an active threat that you could be shot that is driving the need for gun control or is the idea that the threat exists hypothetical so i have an excuse to carry a big scary gun
354, get a life
355, containers of hurricane donations found rotting in puerto rico parking lot 
356, followed all look forward to you following back thank you amp have a wonderful day 
357, the suicide rate in america is similar to other countries that have strict gun controlthey use other  the uk jumping from cliffs and bridges is a common method
358, are you joining antifa
359, apparently durbin has amnesia
360, canada has regulated firearms since the last quarter of the th century those laws have probably contributed to canada having only  as many handguns in circulation as in the us 
361, i have heard he is making waves
362, it’s anita hill versus clarence thomas all over again i hope this confirmation process has the same end result ‍
363, boi if you don't
364,rd time in my teacher career that i’ve had a parent tell me that heshe is praying for me i always consider that a win 
365, you are most welcome 
366, funny watching these liberals all of a sudden do a  on being transparent warner had no problems with leaks now when the truth is out he has issues its over some people are in big trouble warner is likely one of them
367, brown like you
368, you ladies always make me smileif you know what i mean 
369, fuck liberals forever
370, did you have to scalp custer 
371, once again it's been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the  criminal don't care about gun laws
372, nothing abusive should ever be done to anyone including the women and people of this country she is putting under horrible stress worrying about what she is going to do this should have been an easy no from her if she is who she says she is and i agree with you gabby
373, mxm nigger thinks we give a fuck 
374, she is a fake vote her out now she wants sympathy
375, ask antifa  which one they like amp respect
376,kids from different women from this american jobless men nigerian men you are the bomb
377, by banning ammunition guns are still legal why not instate gun control to keep   watch on all firearms
378, dont have anything to do with trump or any conservatives refuse to trade with them in business
379, got him signing my bookhe is a cute 
380, this russian agent is a disgrace hey old creep you are going to die in prison you and trump sold america to the russians and it’s time you do the time for your years of crimes scumbag
381, wow more salinsky tactics
382, what insanely ridiculous bullshit
383, nhs is only the way it is because we have a over populated country conservatives have privertised were nhs buys from
384, we shouldn’t be surprised these same pigs worked with neonazis to unmask antifa protestors and the local coverage by shit journos like didn’t cover that at all we had to rely on for investigative coverage 
385, gun control anyone 
386, i’m not for gun controlpractice reading comprehension first
387, i am beginning to believe that all liberals are sociopaths none of the people here believe in rule of law you have to have evidence of a crime to go any further 
388, because  of americans are too lazy to vote nonvoters skew liberal and too many liberals who do vote throw their vote away on rd party losers next question
389, i can't wait to see his maga tat across his chest with a picture of mueller
390, i'm sure he doesn't call his gated community's private security firm bull connors though it's funny now liberals love privatization of police
391, wonder how many children he molested
392, you are amazing i admire you so much for always being able to raise above the ugliness amp hatred you show us what grace is
393, oh you are in england your views on gun control stopped mattering in 
394, this is the antifa party amp all of a sudden they expect us to believe they care about anyone besides themselves nope
395,antifa caught off guard after getting confronted by the last person they  via 
396, ouch
397, wonder if he apologized to diamond and silk for calling them a “minstrel show” he should have been fired but there he is making faces
398, which is why it’s awesome that kavanaugh didn’t shake that gun control dads hand sorry for kid was killed by a gun but it’s not the future judges fault it happened omg white people in cities are silly
399, john podesta is a spirit cooking pedo here's a photo of him and valerie jarrett in a rather compromising situation 
400, somebody's terrified what will happen when the public knows the about what you've been doing 
401, i love the way this pisses off liberals 
402, was i bet you are still into sloaneshe is pretty awesome
403, my auto correct gggrrr she is a crazy witch
404, when i turned the speech on it sounded to me like liberals becoming another nasty party with his personal attacks on various individuals
405, crap andor  like  or and used as a weapon  missed anything maybe 
406, who she thinks she is to talk to a referee like that and expect everyone to support her or treat her specially
407, another negative democrat who refuses to disappear
408, as my elected mp could you please explain why is still promoting ideas that the eu have already rejected we've  months to go and nothing appears to be moving onward are like the blind leading the blind 
409, getting out of the paris climate agreement is what m voters wanted obama committed us to b towards that agreement we keep paying for the third world countries and we are going broke it does not help when places like cal have m illegals either
410, he’s gonna tip him two new assholes
411, so she can’t be effected by the radiation but killed i hope he mentions lady gaga witch since she is the only known immortal witch and supreme
412, he mike what country are you living in my country is a constitutional republic not a democracy
413, election season trump my dick is the most magnificent dick just tremendous leftists prove it you russian puppet trump whips dick out in fit of senility conservatives vote trump to victory
414, the problem of the one and the many in gun control  
415, interesting when demoncraps aren't even inventive enough to create their own cartoons this is originally put out by republicans  liberals are the koolaide drinkers and always have been liberals are also the scum of the earth and prove it daily through their lies
416, can you believe we just had a president with a fake id
417,old article but its going to be relevant very soon 
418, he needs to go just as joe p did
419, all of them 
420, i don't think you have a clue what leadership and liberals have the temperament of  year old children being told noyou have the intellectual brilliance of a goat please stop tweeting tds is making look quite the fool
421, as a gun control leftist i'd rather a child had a responsible parent that locked the front door and didnt let her get involved in the neighbors dv shir if the  was where she could grab it but couldnt leavem shes lucky he didnt find it first
422,someone please show this and front and center tonight unless we get the declass out today 
423, ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him
424, sorry to hear about the loss of your friend 
425, characterizations of famous people are very funny but not if they are black cue the race baiters in 
426, he’s dead so you are a necrophiliac as well good to knowyou must suck at chess never mind  dimensional chessyou can’t even think one move ahead let alone manychange your twitter handle to dumbaf not even ish
427, funny how the conservatives didn't like it when one of there's defected but they sure didn't mind when a liberal defected where's there integrity in this
428, they get testy and decide you're a paid shill a lot if you end up hanging around qanon you'll get used to it
429, how could anyone want to vote for a democrat who wants open borders and gun control
430, he is in a full blown temper tantrum over manafort
431, trump is a very sick man he is toxic and mean spirited
